,year,week,SMN,SMK,VCI,TCI,VHI
0,Mean,data,for,UKR,Province=,10:,Khmel'nyts'kyy
1,1981,35,0.290,288.83,16.20,89.45,52.83
2,1981,36,0.294,289.84,27.17,70.22,48.70
3,1981,37,0.291,290.14,36.19,53.92,45.06
4,1981,38,0.285,289.86,42.20,43.06,42.63
5,1981,39,0.275,288.79,46.12,38.47,42.30
6,1981,40,0.258,286.90,47.06,40.50,43.78
7,1981,41,0.232,284.22,44.43,46.78,45.60
8,1981,42,0.199,280.66,38.04,63.89,50.97
9,1981,43,0.158,276.35,28.35,78.62,53.49
10,1981,44,0.125,272.21,21.77,81.70,51.74
11,1981,45,0.100,268.22,18.70,81.27,49.99
12,1981,46,0.083,264.65,19.36,79.32,49.34
13,1981,47,0.072,260.98,24.33,79.29,51.81
14,1981,48,0.066,258.42,29.65,77.55,53.60
15,1981,49,0.058,256.64,30.56,76.13,53.34
16,1981,50,0.055,255.38,33.48,73.00,53.24
17,1981,51,0.056,255.09,40.77,66.32,53.55
18,1981,52,0.057,255.87,46.57,58.90,52.74
19,1982,01,0.059,258.24,51.11,48.78,49.95
20,1982,02,0.063,261.53,55.89,38.20,47.04
21,1982,03,0.063,263.45,57.30,32.69,44.99
22,1982,04,0.061,265.10,53.96,28.62,41.29
23,1982,05,0.058,266.42,46.87,28.57,37.72
24,1982,06,0.056,267.47,39.55,30.27,34.91
25,1982,07,0.055,268.58,35.19,31.10,33.14
26,1982,08,0.057,270.15,33.35,32.09,32.72
27,1982,09,0.057,271.60,30.82,34.71,32.77
28,1982,10,0.057,273.10,27.66,36.79,32.23
29,1982,11,0.063,275.28,26.28,34.48,30.38
30,1982,12,0.074,277.68,25.86,36.39,31.12
31,1982,13,0.085,279.65,22.76,40.53,31.65
32,1982,14,0.098,281.32,18.26,46.96,32.61
33,1982,15,0.107,282.33,11.26,59.73,35.49
34,1982,16,0.129,284.00,9.15,69.23,39.19
35,1982,17,0.161,286.23,10.63,71.64,41.14
36,1982,18,0.203,288.95,15.19,63.82,39.50
37,1982,19,0.252,291.41,20.85,53.29,37.07
38,1982,20,0.299,292.91,25.37,50.39,37.88
39,1982,21,0.337,293.36,27.36,54.62,40.99
40,1982,22,0.365,293.44,27.70,59.02,43.36
41,1982,23,0.382,293.20,25.81,64.80,45.31
42,1982,24,0.387,293.07,23.20,69.39,46.30
43,1982,25,0.391,293.01,24.85,72.85,48.85
44,1982,26,0.393,292.94,26.26,75.50,50.88
45,1982,27,0.395,293.20,29.30,74.36,51.83
46,1982,28,0.394,293.59,32.87,70.50,51.68
47,1982,29,0.398,294.27,41.28,61.94,51.61
48,1982,30,0.396,294.91,46.61,53.26,49.93
49,1982,31,0.388,295.31,44.70,47.31,46.00
50,1982,32,0.377,295.37,41.61,45.51,43.56
51,1982,33,0.370,295.42,40.74,41.66,41.20
52,1982,34,0.364,295.57,42.81,34.03,38.42
53,1982,35,0.356,295.18,48.36,30.07,39.22
54,1982,36,0.341,294.46,51.96,26.29,39.13
55,1982,37,0.319,293.44,50.58,23.92,37.25
56,1982,38,0.296,291.84,47.70,25.06,36.38
57,1982,39,0.270,289.87,43.68,28.31,35.99
58,1982,40,0.241,287.77,37.99,31.74,34.87
59,1982,41,0.213,286.01,33.20,26.73,29.96
60,1982,42,0.190,284.41,32.70,23.62,28.16
61,1982,43,0.165,282.63,32.42,22.36,27.39
62,1982,44,0.143,280.65,32.85,17.25,25.05
63,1982,45,0.116,278.11,29.59,18.01,23.80
64,1982,46,0.094,275.77,27.12,18.52,22.82
65,1982,47,0.078,273.40,28.51,20.32,24.41
66,1982,48,0.066,270.63,29.19,25.49,27.34
67,1982,49,0.057,268.48,29.21,27.86,28.53
68,1982,50,0.050,266.59,27.74,28.01,27.87
69,1982,51,0.048,264.57,31.33,28.33,29.83
70,1982,52,0.045,263.10,32.98,31.00,31.99
71,1983,01,0.044,262.64,33.09,32.41,32.75
72,1983,02,0.045,263.56,35.38,31.03,33.21
73,1983,03,0.048,265.07,40.56,27.15,33.85
74,1983,04,0.053,266.79,45.87,23.21,34.54
75,1983,05,0.055,267.60,44.16,25.26,34.71
76,1983,06,0.053,268.00,37.29,29.22,33.26
77,1983,07,0.055,269.29,35.21,29.52,32.36
78,1983,08,0.056,269.95,33.38,33.67,33.53
79,1983,09,0.059,270.51,32.43,39.45,35.94
80,1983,10,0.069,272.06,34.26,41.18,37.72
81,1983,11,0.079,273.50,34.58,41.42,38.00
82,1983,12,0.094,275.20,36.01,45.61,40.81
83,1983,13,0.115,277.61,37.83,48.46,43.15
84,1983,14,0.140,280.32,39.06,51.07,45.07
85,1983,15,0.175,283.67,43.08,49.66,46.37
86,1983,16,0.210,286.18,45.32,51.71,48.52
87,1983,17,0.248,288.50,47.46,51.46,49.46
88,1983,18,0.288,290.43,50.75,49.46,50.10
89,1983,19,0.325,291.82,51.59,49.06,50.33
90,1983,20,0.356,293.30,50.73,46.60,48.67
91,1983,21,0.378,293.81,46.66,50.15,48.40
92,1983,22,0.393,294.04,42.16,52.95,47.56
93,1983,23,0.402,294.16,37.41,54.99,46.20
94,1983,24,0.393,293.24,26.54,67.40,46.97
95,1983,25,0.384,292.87,20.18,74.35,47.27
96,1983,26,0.381,293.39,19.29,70.08,44.69
97,1983,27,0.375,293.33,17.16,72.80,44.98
98,1983,28,0.361,292.95,13.57,78.56,46.07
99,1983,29,0.348,292.55,12.27,83.99,48.13
100,1983,30,0.338,292.39,13.15,84.30,48.72
101,1983,31,0.342,292.62,18.02,80.51,49.26
102,1983,32,0.344,292.92,21.75,76.14,48.95
103,1983,33,0.346,293.59,25.19,65.37,45.28
104,1983,34,0.349,294.19,33.52,51.69,42.60
105,1983,35,0.352,294.75,45.89,35.50,40.69
106,1983,36,0.342,294.42,52.23,27.45,39.84
107,1983,37,0.322,293.12,51.88,27.61,39.75
108,1983,38,0.301,291.76,50.34,25.99,38.16
109,1983,39,0.282,290.23,50.08,24.91,37.49
110,1983,40,0.254,288.28,44.78,26.14,35.46
111,1983,41,0.217,285.82,35.53,28.85,32.19
112,1983,42,0.182,283.27,27.90,35.88,31.89
113,1983,43,0.151,280.95,23.97,37.71,30.84
114,1983,44,0.127,278.03,22.87,38.16,30.52
115,1983,45,0.105,274.94,21.64,39.29,30.46
116,1983,46,0.083,272.06,19.31,39.67,29.49
117,1983,47,0.068,269.81,20.31,38.17,29.24
118,1983,48,0.058,268.56,22.39,34.82,28.60
119,1983,49,0.049,267.38,21.62,32.57,27.10
120,1983,50,0.043,266.47,20.27,28.49,24.38
121,1983,51,0.040,265.56,21.95,24.14,23.05
122,1983,52,0.041,264.97,27.55,23.57,25.56
123,1984,01,0.042,264.39,31.26,25.67,28.47
124,1984,02,0.040,262.71,29.90,33.88,31.89
125,1984,03,0.037,260.81,29.34,42.42,35.88
126,1984,04,0.034,259.49,27.30,48.20,37.75
127,1984,05,0.031,258.36,23.05,55.08,39.06
128,1984,06,0.029,257.40,18.86,62.23,40.54
129,1984,07,0.029,256.74,17.00,69.06,43.03
130,1984,08,0.029,257.03,15.80,75.86,45.83
131,1984,09,0.029,258.47,14.79,80.30,47.54
132,1984,10,0.032,260.47,13.49,80.57,47.03
133,1984,11,0.040,263.93,13.86,74.85,44.36
134,1984,12,0.053,268.55,14.94,69.22,42.08
135,1984,13,0.070,273.70,14.95,63.47,39.21
136,1984,14,0.093,278.48,15.72,59.66,37.69
137,1984,15,0.120,282.25,17.20,58.04,37.62
138,1984,16,0.151,285.56,19.28,55.87,37.57
139,1984,17,0.187,288.38,21.76,51.91,36.84
140,1984,18,0.230,290.23,26.95,50.80,38.88
141,1984,19,0.272,291.36,29.57,53.08,41.33
142,1984,20,0.310,291.77,30.66,60.86,45.76
143,1984,21,0.345,291.96,31.77,68.21,49.99
144,1984,22,0.370,291.69,31.01,75.93,53.47
145,1984,23,0.388,291.05,30.22,85.67,57.94
146,1984,24,0.407,291.12,36.06,89.68,62.87
147,1984,25,0.420,291.43,43.16,90.55,66.86
148,1984,26,0.422,291.42,45.49,93.11,69.30
149,1984,27,0.422,291.64,46.73,93.11,69.92
150,1984,28,0.420,292.10,50.44,89.68,70.06
151,1984,29,0.416,292.70,53.33,83.19,68.26
152,1984,30,0.402,293.09,50.00,76.82,63.41
153,1984,31,0.382,293.09,41.00,75.32,58.16
154,1984,32,0.365,292.94,33.65,75.93,54.79
155,1984,33,0.349,292.58,27.43,77.69,52.56
156,1984,34,0.336,292.42,25.18,73.06,49.12
157,1984,35,0.312,291.65,22.58,69.57,46.07
158,1984,36,0.286,290.59,21.81,63.65,42.73
159,1984,37,0.262,289.55,21.12,58.57,39.85
160,1984,38,0.235,288.01,17.14,59.71,38.43
161,1984,39,0.210,286.13,13.07,65.13,39.10
162,1984,40,0.190,284.37,10.97,68.66,39.82
163,1984,41,0.174,281.85,12.04,74.00,43.02
164,1984,42,0.160,279.95,15.81,71.83,43.82
165,1984,43,0.139,277.90,17.22,65.93,41.58
166,1984,44,0.116,274.85,16.20,63.78,39.99
167,1984,45,0.099,269.65,17.84,74.76,46.30
168,1984,46,0.085,265.33,20.71,77.51,49.11
169,1984,47,0.077,262.50,27.45,74.23,50.84
170,1984,48,0.074,260.62,36.14,70.41,53.27
171,1984,49,0.071,261.93,41.33,56.30,48.81
172,1985,09,0.037,258.92,18.20,75.81,47.01
173,1985,10,0.036,257.68,15.64,84.56,50.10
174,1985,11,0.041,261.01,14.63,80.47,47.55
175,1985,12,0.053,265.68,14.59,76.78,45.69
176,1985,13,0.072,272.48,15.73,68.11,41.92
177,1985,14,0.099,279.08,18.53,57.40,37.96
178,1985,15,0.133,284.65,23.30,43.37,33.33
179,1985,16,0.173,288.58,28.55,33.22,30.89
180,1985,17,0.213,291.22,32.54,27.76,30.15
181,1985,18,0.250,292.85,34.63,27.32,30.98
182,1985,19,0.289,294.18,36.21,27.32,31.77
183,1985,20,0.322,295.14,35.50,29.20,32.35
184,1985,21,0.348,294.65,32.62,41.90,37.26
185,1985,22,0.370,294.36,30.20,49.83,40.02
186,1985,23,0.384,293.95,27.61,57.27,42.44
187,1985,24,0.391,292.89,25.92,71.21,48.56
188,1985,25,0.396,292.55,28.58,77.87,53.22
189,1985,26,0.401,292.72,31.77,77.91,54.84
190,1985,27,0.406,293.09,36.37,75.63,56.00
191,1985,28,0.406,293.60,40.94,70.23,55.58
192,1985,29,0.406,294.35,46.45,60.55,53.50
193,1985,30,0.404,295.15,51.28,49.86,50.57
194,1985,31,0.401,296.15,52.59,36.30,44.44
195,1985,32,0.397,296.81,54.04,26.58,40.31
196,1985,33,0.388,296.96,52.25,21.42,36.84
197,1985,34,0.372,296.72,48.21,19.67,33.94
198,1985,35,0.352,296.02,46.57,20.63,33.60
199,1985,36,0.331,294.57,46.33,25.47,35.90
200,1985,37,0.307,292.62,44.35,31.63,37.99
201,1985,38,0.284,290.80,41.69,34.73,38.21
202,1985,39,0.261,288.66,38.88,40.47,39.67
203,1985,40,0.230,286.24,31.89,48.84,40.36
204,1985,41,0.193,283.39,22.05,56.93,39.49
205,1985,42,0.159,280.59,15.18,64.97,40.07
206,1985,43,0.133,278.10,13.52,64.07,38.79
207,1985,44,0.111,275.42,13.20,59.02,36.11
208,1985,45,0.087,271.91,10.76,59.73,35.25
209,1985,46,0.064,267.35,6.52,66.46,36.49
210,1985,47,0.044,263.65,2.49,68.73,35.61
211,1985,48,0.033,259.93,1.27,73.23,37.25
212,1985,49,0.028,256.63,1.46,77.86,39.66
213,1985,50,0.026,253.30,2.41,82.43,42.42
214,1985,51,0.026,251.16,6.10,82.35,44.23
215,1985,52,0.025,249.76,10.35,82.39,46.37
216,1986,01,0.025,249.14,12.35,82.64,47.49
217,1986,02,0.026,250.00,14.87,80.43,47.65
218,1986,03,0.025,251.35,17.00,75.90,46.45
219,1986,04,0.024,252.79,17.58,70.41,44.00
220,1986,05,0.024,253.35,16.60,70.29,43.45
221,1986,06,0.023,254.31,14.18,71.17,42.67
222,1986,07,0.023,256.16,12.75,70.40,41.57
223,1986,08,0.024,259.01,12.61,69.03,40.82
224,1986,09,0.026,261.72,13.25,68.88,41.07
225,1986,10,0.032,264.95,13.78,64.86,39.32
226,1986,11,0.045,268.72,16.50,57.51,37.01
227,1986,12,0.063,273.76,19.75,50.22,34.98
228,1986,13,0.086,279.19,23.25,41.69,32.47
229,1986,14,0.121,283.64,29.68,33.78,31.73
230,1986,15,0.161,287.91,36.30,21.61,28.95
231,1986,16,0.202,290.79,41.81,15.74,28.77
232,1986,17,0.252,292.96,49.35,12.19,30.77
233,1986,18,0.308,294.85,59.01,8.48,33.74
234,1986,19,0.351,296.24,62.57,7.80,35.19
235,1986,20,0.384,297.44,63.27,7.22,35.24
236,1986,21,0.406,297.87,60.71,10.09,35.40
237,1986,22,0.422,297.86,57.53,15.11,36.32
238,1986,23,0.431,297.97,54.58,16.90,35.74
239,1986,24,0.432,297.65,50.43,19.92,35.18
240,1986,25,0.427,297.36,46.60,22.14,34.37
241,1986,26,0.417,296.90,40.77,27.41,34.09
242,1986,27,0.407,296.44,36.25,33.90,35.08
243,1986,28,0.390,296.09,30.84,37.81,34.33
244,1986,29,0.370,295.76,24.97,42.12,33.54
245,1986,30,0.357,295.65,23.58,43.81,33.69
246,1986,31,0.351,295.72,23.09,42.31,32.70
247,1986,32,0.347,295.33,22.98,46.29,34.63
248,1986,33,0.342,295.11,22.71,45.90,34.31
249,1986,34,0.333,294.51,23.46,47.65,35.56
250,1986,35,0.324,293.88,28.82,45.22,37.02
251,1986,36,0.313,293.02,35.85,40.74,38.30
252,1986,37,0.298,291.58,38.93,41.06,39.99
253,1986,38,0.280,290.15,39.27,40.80,40.04
254,1986,39,0.261,288.55,38.92,41.67,40.30
255,1986,40,0.239,286.85,36.90,42.02,39.46
256,1986,41,0.210,284.98,31.46,38.77,35.11
257,1986,42,0.180,283.21,26.72,36.93,31.83
258,1986,43,0.148,280.40,22.10,43.09,32.60
259,1986,44,0.114,277.16,15.43,45.51,30.47
260,1986,45,0.086,274.97,9.90,39.31,24.60
261,1986,46,0.065,272.55,6.72,36.99,21.86
262,1986,47,0.051,269.84,7.49,38.18,22.84
263,1986,48,0.043,266.92,9.73,42.35,26.04
264,1986,49,0.039,263.13,11.62,50.95,31.28
265,1986,50,0.037,259.56,14.46,57.23,35.85
266,1986,51,0.035,256.55,17.60,60.90,39.25
267,1986,52,0.034,253.75,20.51,67.13,43.82
268,1987,01,0.032,251.48,20.50,74.02,47.26
269,1987,02,0.031,250.28,20.36,79.81,50.09
270,1987,03,0.031,250.61,22.88,79.39,51.14
271,1987,04,0.028,250.79,21.31,78.19,49.75
272,1987,05,0.024,251.51,16.92,77.13,47.02
273,1987,06,0.023,252.73,14.29,76.98,45.64
274,1987,07,0.023,254.25,13.06,77.25,45.16
275,1987,08,0.025,256.36,13.68,78.38,46.03
276,1987,09,0.028,257.98,14.08,82.33,48.20
277,1987,10,0.029,259.26,12.26,84.99,48.62
278,1987,11,0.033,261.30,10.17,84.50,47.34
279,1987,12,0.041,264.64,8.35,83.72,46.04
280,1987,13,0.053,268.19,6.18,85.77,45.97
281,1987,14,0.071,272.78,5.17,88.24,46.70
282,1987,15,0.092,276.98,4.18,91.55,47.87
283,1987,16,0.117,280.97,3.99,90.74,47.36
284,1987,17,0.146,284.66,4.32,84.34,44.33
285,1987,18,0.173,286.91,3.37,81.45,42.41
286,1987,19,0.210,288.23,3.96,82.26,43.11
287,1987,20,0.250,289.88,4.70,78.63,41.67
288,1987,21,0.291,291.59,6.85,71.69,39.27
289,1987,22,0.333,292.66,11.47,66.40,38.93
290,1987,23,0.370,293.46,19.52,62.18,40.85
291,1987,24,0.405,294.50,33.62,53.85,43.73
292,1987,25,0.433,295.35,50.22,45.35,47.79
293,1987,26,0.447,295.58,59.28,43.31,51.29
294,1987,27,0.451,295.95,64.12,39.96,52.04
295,1987,28,0.444,295.71,64.93,42.69,53.81
296,1987,29,0.427,295.42,59.94,46.68,53.31
297,1987,30,0.408,295.08,53.91,51.24,52.57
298,1987,31,0.393,294.02,48.19,63.85,56.02
299,1987,32,0.389,293.34,48.96,71.39,60.17
300,1987,33,0.389,292.76,52.71,76.22,64.46
301,1987,34,0.385,292.23,56.48,76.18,66.33
302,1987,35,0.375,291.66,59.74,70.47,65.10
303,1987,36,0.366,290.97,65.58,60.74,63.16
304,1987,37,0.354,290.18,68.59,53.41,61.00
305,1987,38,0.330,288.75,64.90,53.22,59.06
306,1987,39,0.297,287.09,57.59,55.62,56.60
307,1987,40,0.264,285.36,50.45,57.60,54.03
308,1987,41,0.233,283.28,44.89,57.67,51.28
309,1987,42,0.198,280.99,37.59,60.54,49.06
310,1987,43,0.162,277.91,30.92,65.91,48.41
311,1987,44,0.130,274.57,25.31,66.26,45.79
312,1987,45,0.097,270.97,16.76,65.92,41.34
313,1987,46,0.073,268.08,12.91,62.26,37.59
314,1987,47,0.058,265.95,13.30,57.54,35.42
315,1987,48,0.047,265.12,13.23,50.54,31.89
316,1987,49,0.043,264.77,15.66,44.07,29.87
317,1987,50,0.041,264.35,18.43,37.50,27.96
318,1987,51,0.040,263.48,21.85,32.56,27.21
319,1987,52,0.041,262.94,27.71,31.21,29.46
320,1988,01,0.044,262.74,33.18,31.45,32.32
321,1988,02,0.045,262.03,35.61,36.00,35.81
322,1988,03,0.046,261.52,38.69,39.30,38.99
323,1988,04,0.046,260.36,39.69,44.44,42.06
324,1988,05,0.046,259.68,36.69,49.79,43.24
325,1988,06,0.045,258.95,31.37,56.40,43.88
326,1988,07,0.044,257.80,28.08,64.57,46.32
327,1988,08,0.045,257.12,26.45,74.11,50.28
328,1988,09,0.047,257.80,25.34,80.33,52.83
329,1988,10,0.050,259.75,23.83,80.62,52.23
330,1988,11,0.057,263.03,23.16,76.17,49.67
331,1988,12,0.066,267.50,21.55,72.05,46.80
332,1988,13,0.079,272.56,19.36,67.87,43.62
333,1988,14,0.101,277.44,19.60,65.43,42.51
334,1988,15,0.128,280.72,20.87,68.88,44.87
335,1988,16,0.160,283.45,22.74,72.69,47.72
336,1988,17,0.193,285.37,23.98,78.12,51.05
337,1988,18,0.226,287.29,24.80,77.67,51.24
338,1988,19,0.258,289.17,23.87,73.41,48.64
339,1988,20,0.292,290.41,22.90,73.47,48.18
340,1988,21,0.321,291.00,20.95,76.94,48.94
341,1988,22,0.342,291.17,17.65,80.13,48.89
342,1988,23,0.362,291.51,17.26,80.66,48.96
343,1988,24,0.382,292.15,22.17,78.49,50.33
344,1988,25,0.393,292.49,27.52,78.00,52.76
345,1988,26,0.404,293.09,33.98,73.42,53.70
346,1988,27,0.418,293.87,43.77,66.00,54.88
347,1988,28,0.429,294.49,55.87,58.70,57.28
348,1988,29,0.434,294.93,64.53,52.93,58.73
349,1988,30,0.430,294.97,67.25,52.29,59.77
350,1988,31,0.422,294.67,65.89,55.41,60.65
351,1988,32,0.416,294.80,65.68,52.67,59.18
352,1988,33,0.406,294.74,64.16,50.33,57.24
353,1988,34,0.386,293.82,56.95,56.21,56.58
354,1988,35,0.361,292.75,51.69,58.05,54.87
355,1988,36,0.335,291.58,48.49,54.85,51.67
356,1988,37,0.311,290.36,45.81,51.98,48.90
357,1988,38,0.285,288.87,42.22,52.10,47.16
358,1988,39,0.269,287.53,43.27,51.05,47.16
359,1988,40,0.259,286.41,47.70,46.00,46.85
360,1988,41,0.250,283.77,54.10,52.15,53.13
361,1988,42,0.229,281.37,55.01,56.66,55.83
362,1988,43,0.202,278.32,53.72,62.32,58.02
363,1988,44,0.170,275.28,49.36,60.66,55.01
364,1988,45,0.139,272.55,43.89,55.61,49.75
365,1988,46,0.111,270.17,38.66,50.58,44.62
366,1988,47,0.086,267.52,34.84,49.69,42.27
367,1988,48,0.071,265.28,33.54,49.48,41.51
368,1988,49,0.060,263.28,31.80,49.90,40.85
369,1988,50,0.049,262.50,26.49,44.85,35.67
370,1988,51,0.047,263.28,30.23,33.74,31.99
371,1988,52,0.048,264.72,35.61,25.01,30.31
372,1989,01,0.046,266.65,35.41,17.62,26.51
373,1989,02,0.048,268.69,38.68,12.14,25.41
374,1989,03,0.050,270.57,43.05,7.29,25.17
375,1989,04,0.054,272.48,46.74,4.07,25.41
376,1989,05,0.061,274.06,49.13,4.54,26.84
377,1989,06,0.069,275.33,49.47,5.99,27.73
378,1989,07,0.076,276.75,49.86,5.71,27.78
379,1989,08,0.084,278.40,51.08,5.82,28.45
380,1989,09,0.092,280.06,52.06,6.78,29.42
381,1989,10,0.102,281.16,53.06,9.69,31.38
382,1989,11,0.119,282.86,55.87,8.23,32.05
383,1989,12,0.144,284.96,62.13,10.24,36.18
384,1989,13,0.171,286.59,65.92,12.65,39.28
385,1989,14,0.196,288.05,66.85,12.21,39.53
386,1989,15,0.221,289.31,64.61,13.96,39.29
387,1989,16,0.249,290.34,62.10,20.20,41.15
388,1989,17,0.279,290.93,60.92,30.06,45.49
389,1989,18,0.319,291.65,63.38,37.81,50.59
390,1989,19,0.357,292.35,65.18,43.90,54.54
391,1989,20,0.384,292.61,63.55,52.97,58.26
392,1989,21,0.402,293.01,58.96,57.95,58.45
393,1989,22,0.409,292.93,51.07,63.90,57.48
394,1989,23,0.411,292.40,43.16,72.69,57.92
395,1989,24,0.418,292.75,42.45,72.73,57.59
396,1989,25,0.427,293.19,46.96,70.71,58.83
397,1989,26,0.442,293.76,56.63,65.58,61.10
398,1989,27,0.443,294.10,59.14,63.11,61.13
399,1989,28,0.427,293.97,54.28,65.43,59.85
400,1989,29,0.402,293.49,44.59,72.12,58.35
401,1989,30,0.382,293.20,38.02,75.10,56.56
402,1989,31,0.372,293.42,35.79,71.13,53.46
403,1989,32,0.364,293.59,33.90,68.00,50.95
404,1989,33,0.353,292.97,30.09,73.18,51.63
405,1989,34,0.347,292.34,32.18,74.49,53.33
406,1989,35,0.341,291.70,39.45,69.88,54.67
407,1989,36,0.331,291.11,46.10,59.42,52.76
408,1989,37,0.316,290.70,48.38,48.91,48.64
409,1989,38,0.296,289.48,47.67,46.32,47.00
410,1989,39,0.287,288.71,52.26,39.28,45.77
411,1989,40,0.268,287.92,52.43,29.66,41.04
412,1989,41,0.239,286.06,48.04,25.85,36.94
413,1989,42,0.214,283.88,46.24,29.14,37.69
414,1989,43,0.195,282.00,49.59,28.19,38.89
415,1989,44,0.173,279.86,51.53,23.43,37.48
416,1989,45,0.140,276.95,44.94,25.79,35.37
417,1989,46,0.106,273.06,35.31,34.00,34.66
418,1989,47,0.086,270.15,34.38,36.56,35.47
419,1989,48,0.074,268.63,36.58,34.36,35.47
420,1989,49,0.068,267.76,40.97,30.69,35.83
421,1989,50,0.064,266.72,43.38,27.36,35.37
422,1989,51,0.062,266.57,48.28,20.30,34.29
423,1989,52,0.072,268.63,64.22,9.65,36.94
424,1990,01,0.080,270.32,73.82,3.56,38.69
425,1990,02,0.085,271.50,78.61,1.46,40.03
426,1990,03,0.089,272.22,82.76,1.01,41.88
427,1990,04,0.096,273.42,87.60,0.25,43.92
428,1990,05,0.106,275.31,88.48,0.04,44.26
429,1990,06,0.117,277.16,85.93,0.02,42.97
430,1990,07,0.126,278.46,84.65,0.06,42.36
431,1990,08,0.137,280.03,84.36,0.10,42.23
432,1990,09,0.147,281.87,84.08,0.18,42.13
433,1990,10,0.161,283.90,85.85,0.21,43.03
434,1990,11,0.178,284.97,87.28,0.47,43.87
435,1990,12,0.198,287.64,89.95,0.09,45.02
436,1990,13,0.217,289.58,89.11,0.12,44.61
437,1990,14,0.233,290.08,84.44,1.27,42.86
438,1990,15,0.249,289.95,77.43,9.03,43.23
439,1990,16,0.270,289.68,71.29,25.14,48.22
440,1990,17,0.302,290.10,70.54,37.97,54.25
441,1990,18,0.338,291.04,70.94,44.28,57.61
442,1990,19,0.367,291.75,68.56,50.04,59.30
443,1990,20,0.388,292.05,64.29,58.59,61.44
444,1990,21,0.400,292.01,57.32,67.76,62.54
445,1990,22,0.404,291.96,48.08,73.25,60.66
446,1990,23,0.405,292.12,40.00,75.68,57.84
447,1990,24,0.412,292.79,38.40,72.68,55.54
448,1990,25,0.417,293.91,40.99,62.47,51.73
449,1990,26,0.416,294.48,41.03,56.68,48.85
450,1990,27,0.409,294.64,38.72,56.41,47.57
451,1990,28,0.406,294.83,41.12,54.36,47.74
452,1990,29,0.399,295.14,42.44,50.52,46.48
453,1990,30,0.392,295.59,43.88,44.46,44.17
454,1990,31,0.383,296.13,42.33,36.66,39.50
455,1990,32,0.372,296.48,38.31,31.26,34.78
456,1990,33,0.360,296.30,34.39,30.26,32.32
457,1990,34,0.340,295.34,27.88,37.24,32.56
458,1990,35,0.314,293.99,23.47,43.81,33.64
459,1990,36,0.288,292.35,22.42,46.59,34.51
460,1990,37,0.266,291.17,22.78,44.12,33.45
461,1990,38,0.250,290.26,23.96,39.68,31.82
462,1990,39,0.234,289.29,25.05,34.55,29.80
463,1990,40,0.217,288.00,24.92,29.62,27.27
464,1990,41,0.202,286.69,26.88,19.01,22.95
465,1990,42,0.175,284.94,23.87,17.94,20.90
466,1990,43,0.144,281.87,19.96,29.42,24.69
467,1990,44,0.116,278.84,16.14,31.95,24.05
468,1990,45,0.090,276.41,12.26,29.65,20.96
469,1990,46,0.074,273.94,12.90,29.11,21.01
470,1990,47,0.063,271.65,15.87,29.14,22.51
471,1990,48,0.053,269.79,17.70,29.26,23.48
472,1990,49,0.044,267.89,15.31,30.23,22.77
473,1990,50,0.040,267.04,16.03,25.97,21.00
474,1990,51,0.040,266.61,21.35,20.05,20.70
475,1990,52,0.042,266.28,27.64,18.74,23.19
476,1991,01,0.047,265.90,35.02,20.15,27.59
477,1991,02,0.050,265.67,40.58,22.96,31.77
478,1991,03,0.052,265.09,44.33,26.70,35.51
479,1991,04,0.049,262.95,41.78,36.31,39.04
480,1991,05,0.044,261.71,34.74,44.31,39.52
481,1991,06,0.040,261.74,27.53,48.74,38.13
482,1991,07,0.038,262.38,23.39,51.37,37.38
483,1991,08,0.038,263.79,21.91,53.87,37.89
484,1991,09,0.039,265.21,20.45,57.62,39.04
485,1991,10,0.040,267.56,18.10,56.76,37.43
486,1991,11,0.048,271.26,18.02,49.58,33.80
487,1991,12,0.061,275.42,18.93,45.15,32.04
488,1991,13,0.073,278.58,16.51,45.12,30.82
489,1991,14,0.085,280.68,11.84,50.18,31.01
490,1991,15,0.104,282.64,9.67,57.29,33.48
491,1991,16,0.127,284.38,8.30,66.08,37.19
492,1991,17,0.156,285.27,8.31,79.41,43.86
493,1991,18,0.196,286.44,12.59,85.60,49.10
494,1991,19,0.236,287.56,14.95,87.98,51.47
495,1991,20,0.276,288.43,16.34,91.97,54.15
496,1991,21,0.312,289.22,16.75,94.29,55.52
497,1991,22,0.347,289.92,19.61,92.69,56.15
498,1991,23,0.383,291.16,27.96,84.87,56.42
499,1991,24,0.418,293.18,42.20,68.02,55.11
500,1991,25,0.446,294.73,58.65,52.46,55.56
501,1991,26,0.461,295.50,68.44,43.92,56.18
502,1991,27,0.458,295.21,68.48,48.93,58.70
503,1991,28,0.449,294.90,68.03,53.08,60.56
504,1991,29,0.434,294.69,64.59,56.03,60.31
505,1991,30,0.426,294.69,64.42,55.93,60.17
506,1991,31,0.416,294.60,61.97,56.22,59.10
507,1991,32,0.404,294.31,58.63,58.76,58.69
508,1991,33,0.396,293.97,57.75,60.17,58.96
509,1991,34,0.392,293.80,61.19,56.19,58.69
510,1991,35,0.383,293.39,64.79,50.61,57.70
511,1991,36,0.367,292.46,66.60,46.44,56.52
512,1991,37,0.355,291.61,69.54,40.93,55.23
513,1991,38,0.348,291.23,74.64,30.64,52.64
514,1991,39,0.332,290.24,75.99,24.36,50.17
515,1991,40,0.304,288.26,72.22,26.06,49.14
516,1991,41,0.270,285.88,65.94,28.04,46.99
